นิวยอร์ก,new-yɔ̂ɔk
พิโมกข์,phí-môok
พิโมกษ์,phí-môok
พิมล,phí-mon
พิมพ์หนังสือ,phim-naŋ-sʉ̌ʉ
พิมพ์ลายมือ,phim-laay-mʉʉ
พิมพ์เขียว,phim-khǐaw
พิมพ์ดีด,phim-dìit
พิมพ์ใจ,phim-cay
พิมาน,phí-maan
พิมพ์,phim
พิโลน,phí-loon
พิลึกพิลั่น,phí-lʉ́k-phí-lân
พิลึกกึกกือ,phí-lʉ́k-kʉ̀k-kʉʉ
พิลึก,phí-lʉ́k
พิลิปดา,phí-líp-daa
พิไล,phí-lay
พิลาส,phí-lâat
พิลาป,phí-lâap
พิฬาร,phí-laan
พิกุล,phí-kun
ภิกษุสงฆ์,phík-sù-sǒŋ
ภิกษุณี,phík-sù-nii
ภิกษุ,phík-sù
ภิกษาหาร,phík-sǎa-hǎan
ภิกษา,phík-sǎa
พิกลพิการ,phí-kon-phí-kaan
พิกล,phí-kon
ภิกขุนี,phík-khù-nii
ภิกขุ,phík-khù
ภิกขาหาร,phík-khǎa-hǎan
ภิกขาจาร,phík-khǎa-caan
ภิกขา,phík-khǎa
พิเคราะห์,phí-khrɔ́
พิฆเนศ,phí-kha-nêet
พิฆาต,phí-khâat
พิกัด,phí-kàt
พิกัติ,phí-kàt
พิกัน,phí-kan
พิการ,phí-kaan
พี่ใหญ่,phîi-yày
พีวีซี,phii-wii-sii
ผีตายโหง,phǐi-taay-ŋǒo
พีช,phíit
ผีสิง,phǐi-sǐŋ
พีซี,phii-sii
พี่สะใภ้,phîi-sà-pháy
ผีเสื้อน้ำ,phǐi-sʉ̂a-nám
พี่สาว,phîi-sǎaw
ผีสางเทวดา,phǐi-sǎaŋ-thee-wa-daa
ผีสาง,phǐi-sǎaŋ
ผีเสื้อ,phǐi-sʉ̂a
ภีรุกชาติ,phii-rúk-ka-châat
ผีเรือน,phǐi-rʉan
พีระมิด,phii-rá-mít
ผีปอบ,phǐi-pɔ̀ɔp
ผีพุ่งไต้,phǐi-phûŋ-tây
พี่น้องร่วมชาติ,phîi-nɔ́ɔŋ-rûam-châat
พี่น้อง,phîi-nɔ́ɔŋ
ภีม,phiim
พี่เลี้ยง,phîi-líaŋ
ผีกระสือ,phǐi-krà-sʉ̌ʉ
ผีกระหัง,phǐi-krà-hǎŋ
พี่เขย,phîi-khə̌əy
พีเอ็ม,phii-em
พีชคณิต,phii-cha-kha-nít
พี่ชาย,phîi-chaay
พีอาร์,phii-aa
ผี,phǐi
พี่,phîi
พี,phii
พิหาร,phí-hǎan
พิจิต,phí-cìt
พิจิตร,phí-cìt
พิชิตมาร,phí-chít-maan
พิชิต,phí-chít
พิเชียร,phí-chian
พิเชฐ,phí-chêet
พิชัยสงคราม,phí-chay-sǒŋ-khraam
พิชาน,phí-chaan
พิจารณาคดี,phí-caa-ra-naa-kha-dii
พิจารณา,phí-caa-ra-naa
พิจาร,phí-caan
พิจารณ์,phí-caan
พิบัติ,phí-bàt
เพียว,phiaw
เพียบพร้อม,phîap-phrɔ́ɔm
เพียบ,phîap
เพียรพยายาม,phian-pha-yaa-yaam
เพียงเท่านี้,phiaŋ-thâw-níi
เพียงแต่ว่า,phiaŋ-tɛ̀ɛ-wâa
เพียงตา,phiaŋ-taa
เพียงไร,phiaŋ-ray
เพียงผู้เดียว,phiaŋ-phûu-diaw
เพียงพอ,phiaŋ-phɔɔ
เพียงนี้,phiaŋ-níi
เพียงนั้น,phiaŋ-nán
เพียงลำพัง,phiaŋ-lam-phaŋ
เพียงใด,phiaŋ-day
เพียงดัง,phiaŋ-daŋ
เพียง,phiaŋ
เพี้ยน,phían
เพียร,phian
เพี้ย,phía
แผ่วๆ,phɛ̀w-phɛ̀w
แผ่วเบา,phɛ̀w-baw
แผ่ว,phɛ̀w
เพ็ดทูล,phét-thuun
เพชรตาแมว,phêt-taa-mɛɛw
เพชรซีก,phêt-sîik
เผ็ดร้อน,phèt-rɔ́ɔn
เพชรพลอย,phét-phlɔ́ɔy
เพชรนิลจินดา,phêt-nin-cin-daa
เพชรน้ำหนึ่ง,phêt-nám-nʉ̀ŋ
เพชรน้ำค้าง,phêt-nám-kháaŋ
เพชรลูก,phêt-lûuk
เพชฌฆาต,phét-cha-khâat
เพชรดา,phêt-cha-daa
เพชรบูรณ์,phêt-cha-buun
เพชร,phêt
เผ็ด,phèt
เพ็จ,phét
แพะรับบาป,phɛ́-ráp-bàap
แผ่นตรวจ,phɛ̀n-trùat
แผ่นซีดี,phɛ̀n-sii-dii
แผ่นเสียง,phɛ̀n-sǐaŋ
แผ่นรองเม้าส์,phɛ̀n-rɔɔŋ-máw
เผ่นพรวด,phèn-phrûat
แผ่นภาพ,phɛ̀n-phâap
เผ่นหนี,phèn-nǐi
เพ่งพิศ,phêŋ-phít
เพ่งมอง,phêŋ-mɔɔŋ
เพ่งดู,phêŋ-duu
เพิ่งจะ,phə̂ŋ-cà
แพ่ง,phɛ̂ŋ
เพิ่ง,phə̂ŋ
เพ่ง,phêŋ
แผ่นดินใหญ่,phɛ̀n-din-yày
แผ่นดิน,phɛ̀n-din
แพ่น,phɛ̂n
เผ่น,phèn
แพะโลม,phɛ́-loom
เพ็ก,phék
เผยแพร่,phə̌əy-phrɛ̂ɛ
เผยความลับ,phə̌əy-khwaam-láp
เผยโฉม,phə̌əy-chǒom
แพ้ยา,phɛ́ɛ-yaa
เผย,phə̌əy
แผ้วถาง,phɛ̂ɛw-thǎaŋ
แพรวพราย,phɛɛw-phraay
แผ้วพาน,phɛ̂ɛw-phaan
แผ้ว,phɛ̂ɛw
แพร้ว,phɛ́ɛw
แพว,phɛɛw
เพศหญิง,phêet-yǐŋ
แพทยศาสตรบัณฑิต,phɛ̂ɛt-tha-ya-sàat-ban-dìt
แพทยศาสตร์,phɛ̂ɛt-tha-ya-sàat
เพทนา,phêet-tha-naa
เพศศึกษา,phêet-sʉ̀k-sǎa
แผดเสียง,phɛ̀ɛt-sǐaŋ
แพศยา,phɛ̂ɛt-sa-yǎa
แพทย์ศาสตร์,phɛ̂ɛt-sàat
เภตรา,phee-traa
แพทย์แผนโบราณ,phɛ̂ɛt-phɛ̌ɛn-boo-raan
เภทภัย,phêet-phay
แผดเผา,phɛ̀ɛt-phǎw
เพทุบาย,phee-thú-baay
เภทุบาย,phee-thú-baay
แพ้ท้อง,phɛ́ɛ-thɔ́ɔŋ
เพทาย,phee-thaay
แพ้ทาง,phɛ́ɛ-thaaŋ
เพศชาย,phêet-chaay
เพจเจอร์,phêet-cə̂ə
แผด,phɛ̀ɛt
แพทย์,phɛ̂ɛt
เพศ,phêet
เภท,phêet
แผ่ส่วนบุญ,phɛ̀ɛ-sùan-bun
แผ่สองสลึง,phɛ̀ɛ-sɔ̌ɔŋ-sa-lʉŋ
เภสัชเพลา,phee-sàt-phee-laa
เภสัชวิทยา,phee-sàt-cha-wít-tha-yaa
เภสัชเวช,phee-sàt-cha-wêet
เภสัชอุตสาหกรรม,phee-sàt-cha-ùt-sǎa-ha-kam
เภสัชศาตรมหาบัณฑิต,phee-sàt-cha-sàat-ma-hǎa-ban-dìt
เภสัชศาตรบัณฑิต,phee-sàt-cha-sàat-ban-dìt
เภสัชศาสตร์,phee-sàt-cha-sàat
เภสัชพฤกษศาสตร์,phee-sàt-cha-phrʉ́k-sa-sàat
เภสัชกร,phee-sàt-cha-kɔɔn
เภสัชเคมี,phee-sàt-cha-khee-mii
เภสัชกรรม,phee-sàt-cha-kam
เภสัช,phee-sàt
แผ่ซ่าน,phɛ̀ɛ-sâan
แผ่สาขา,phɛ̀ɛ-sǎa-khǎa
แพ้รู้,phɛ́ɛ-rúu
แพ้แรง,phɛ́ɛ-rɛɛŋ
แผ่รัศมี,phɛ̀ɛ-rát-sa-mii
แผ่รังสี,phɛ̀ɛ-raŋ-sǐi
แพ้ราบ,phɛ́ɛ-râap
แพ้เปรียบ,phɛ́ɛ-prìap
แพ้ผัว,phɛ́ɛ-phǔa
แพ้ผม,phɛ́ɛ-phǒm
แพ้ภัยตัว,phɛ́ɛ-phay-tua
แพ้ภัย,phɛ́ɛ-phay
แผ่เผื่อ,phɛ̀ɛ-phʉ̀a
แผ่ออก,phɛ̀ɛ-ɔ̀ɔk
แผนที่,phɛ̌ɛn-thîi
แผนภูมิ,phɛ̌ɛn-phuum
เผินๆ,phə̌ən-phə̌ən
แผนผัง,phɛ̌ɛn-phǎŋ
แผนภาพ,phɛ̌ɛn-phâap
แผนปฏิบัติงาน,phɛ̌ɛn-pa-tì-bàt-ŋaan
แผนปัจจุบัน,phɛ̌ɛn-pàt-cù-ban
แผนงาน,phɛ̌ɛn-ŋaan
แผนนำร่อง,phɛ̌ɛn-nam-rɔ̂ŋ
แผนแม่บท,phɛ̌ɛn-mɛ̂ɛ-bòt
แผนใหม่,phɛ̌ɛn-mày
เพนกวิน,pheen-kwîn
แผนการ,phɛ̌ɛn-kaan
เพนิซิลิน,phee-ní-sí-lin
แผงสวิตช์,phɛ̌ɛŋ-sa-wít
เพิงหมาแหงน,phəəŋ-mǎa-ŋɛ̌ɛn
แผงลอย,phɛ̌ɛŋ-lɔɔy
แผงคอ,phɛ̌ɛŋ-khɔɔ
แผงจ่ายไฟ,phɛ̌ɛŋ-càay-fay
แผง,phɛ̌ɛŋ
แพง,phɛɛŋ
เพิง,phəəŋ
เผง,phěeŋ
แพนงเชิง,phɛɛ-nɛɛŋ-chəəŋ
แผ่น,phɛ̀ɛn
แผน,phɛ̌ɛn
แพน,phɛɛn
เพิ่มเติม,phə̂əm-təəm
เพิ่มประสิทธิภาพ,phə̂əm-prà-sìt-thí-phâap
เพิ่มพูนความรู้,phə̂əm-phuun-khwaam-rúu
เพิ่มพูน,phə̂əm-phuun
เพิ่มปริมาณ,phə̂əm-pa-rì-maan
เพิ่มมากขึ้น,phə̂əm-mâak-khʉ̂n
เพิ่มคุณค่า,phə̂əm-khun-khâa
เพิ่มขึ้น,phə̂əm-khʉ̂n
แพ้เมีย,phɛ́ɛ-mia
แผ่เมตตา,phɛ̀ɛ-mêet-taa
เพิ่มจำนวน,phə̂əm-cam-nuan
เพิ่ม,phə̂əm
แพลูกบวบ,phɛɛ-lûuk-bùap
แผ่หลา,phɛ̀ɛ-lǎa
เพิกถอน,phə̂ək-thɔ̌ɔn
เพ้อคลั่ง,phə́ə-khlâŋ
แผ่ขยาย,phɛ̀ɛ-kha-yǎay
แพ้คะแนน,phɛ́ɛ-khá-nɛɛn
แพขนานยนต์,phɛɛ-kha-nǎan-yon
เพิกเฉย,phə̂ək-chə̌əy
เภกะ,phee-kà
เพิก,phə̂ək
แผ่อิทธิพล,phɛ̀ɛ-ìt-thí-phon
เพ้อฝัน,phə́ə-fǎn
แพ้ฟัน,phɛ́ɛ-fan
เพดานปาก,phee-daan-pàak
เพดานแข็ง,phee-daan-khɛ̌ŋ
เพดานบิน,phee-daan-bin
เพดาน,phee-daan
แพ้ชนะ,phɛ́ɛ-chá-ná
เพ้อเจ้อ,phə́ə-cə̂ə
แพ้ใจ,phɛ́ɛ-cay
แผ่อำนาจ,phɛ̀ɛ-am-nâat
แผ่อาณาเขต,phɛ̀ɛ-aa-naa-khèet
แพ้อากาศ,phɛ́ɛ-aa-kàat
แพ้,phɛ́ɛ
แผ่,phɛ̀ɛ
เพ้อ,phə́ə
แพ,phɛɛ
แพะ,phɛ́
เพะ,phé
พะยูน,phá-yuun
พยู่ห์,pha-yûu
พะยุพยุง,phá-yúp-phá-yuŋ
พยุงปีก,pha-yuŋ-pìik
พยุง,pha-yuŋ
พยุหยาตรา,pha-yú-ha-yâa-traa
พยุหแสนยา,pha-yú-ha-sɛ̌ɛn-yaa
พยุหเสนา,pha-yú-ha-sěe-naa
พยุหะ,phá-yú-hà
ไพฑูรย์,phay-thuun
ภัยธรรมชาติ,phay-tham-ma-châat
ไพ่ตาย,phây-taay
ไพสิฐ,phay-sìt
ภัยสังคม,phay-sǎŋ-khom
ไพศาล,phay-sǎan
ไพรู,phay-ruu
ไพโรจน์,phay-rôot
ไพเราะ,phay-rɔ́
ไภริน,phay-rin
ไพริน,phay-rin
ไพรินทร์,phay-rin
ไพรี,phay-rii
ไพรัช,phay-rát
ไพรำ,phay-ram
ไพ่ป๊อก,phây-pɔ́k
ภัยพิบัติ,phay-phí-bàt
พยศ,pha-yót
ผยอง,pha-yɔɔŋ
โพยมยาน,pha-yoom-yaan
โพยม,pha-yoom
ภัยแล้ง,phay-lɛ́ɛŋ
พเยีย,pha-yia
พะเยิบๆ,phá-yə̂əp-phá-yə̂əp
พะเยิบพะยาบ,phá-yə̂əp-phá-yâap
เผยิบผยาบ,pha-yə̀əp-pha-yàap
เผยิบ,pha-yə̀əp
พะเยิบ,phá-yə̂əp
เผยอ,pha-yə̌ə
ไพจิตร,phay-cìt
ไพชน,phay-chon
ไพชยนต์,phay-cha-yon
พะเยา,phá-yaw
พยับแดด,pha-yáp-dɛ̀ɛt
พยับ,pha-yáp
ภยันตราย,pha-yan-ta-raay
ภัยอันตราย,phay-an-ta-raay
พยัญชนะ,phá-yan-chá-ná
พยักพเยิด,pha-yák-pha-yə̂ət
พยักหน้า,pha-yák-nâa
พยัคเฆนทร์,pha-yák-kheen
พยัก,pha-yák
พยัคฆ์,pha-yák
พยายาม,pha-yaa-yaam
พยาธิปากขอ,pha-yâat-pàak-khɔ̌ɔ
พยาธิวิทยา,pha-yaa-thí-wít-tha-yaa
พยาธิ,pha-yâat
พญาไร้ใบ,pha-yaa-ráy-bay
พยานวัตถุ,pha-yaan-wát-thù
พยานเท็จ,pha-yaan-thét
พยานหลักฐาน,pha-yaan-làk-thǎan
พยางค์,pha-yaaŋ
พยานเอกสาร,pha-yaan-èek-ka-sǎan
พยานเอก,pha-yaan-èek
พยานโจทย์,pha-yaan-còot
พยานบุคคล,pha-yaan-bùk-khon
พยานบอกเล่า,pha-yaan-bɔ̀ɔk-lâw
พญานาค,pha-yaa-nâak
พยาน,pha-yaan
พยากรณ์,pha-yaa-kɔɔn
ภยาคติ,pha-yaa-kha-tì
พยาบาท,pha-yaa-bàat
พยาบาลศาตรมหาบัณฑิต,pha-yaa-baan-sàat-ma-hǎa-ban-dít
พยาบาลศาตรบัณฑิต,pha-yaa-baan-sàat-ban-dìt
พยาบาล,pha-yaa-baan
ไพ่,phây
ไผ่,phày
ภัย,phay
เผาศพ,phǎw-sòp
เผ้าผง,phâw-phǒŋ
เผาผลาญ,phǎw-phlǎan
เพาพะงา,phaw-phá-ŋaa
เผ่าพันธุ์,phàw-phan
พะวง,phá-woŋ
เผาไหม้,phǎw-mây
เผาหลอก,phǎw-lɔ̀ɔk
เผาขน,phǎw-khǒn
เผาหัว,phǎw-hǔa
เผาจริง,phǎw-ciŋ
ภวตัณหา,pha-wa-tan-hǎa
ภวปาระ,phá-wá-paa-rá
ภวังคจิต,pha-waŋ-kha-cìt
ภวังค์,pha-waŋ
ภวันดร,pha-wan-dɔɔn
พะวักพะวน,phá-wák-phá-won
พะว้าพะวัง,phá-wáa-phá-waŋ
เผื่อว่า,phʉ̀a-wâa
ผวา,pha-waa
เผา,phǎw
เผ่า,phàw
เพา,phaw
พัดยศ,phát-yót
ผัดวันประกันพรุ่ง,phàt-wan-prà-kan-phrûŋ
ผัดวัน,phàt-wan
พัทยา,phát-tha-yaa
พัทธสีมา,phát-tha-sǐi-maa
ภัทร,phát-tha-rá
พัฒนากร,phát-tha-naa-kɔɔn
พัฒนาการ,phát-tha-naa-kaan
พัฒนา,phát-tha-naa
พัทลุง,phát-tha-luŋ
ภัตตาคาร,phát-taa-khaan
ภัตตาหาร,phát-taa-hǎan
ภัสสร,phát-sɔ̌ɔn
พัสถาน,phát-sa-thǎan
พัสดุไปรษณีย์,phát-sa-dù-pray-sa-nii
พัสดุภัณฑ์,phát-sa-dù-phan
พัสดุ,phát-sa-dù
พัศดี,phát-sa-dii
ภัสดา,phát-sa-daa
ผัดผ่อน,phàt-phɔ̀n
ผะอืดผะอม,phà-ʉ̀ʉt-phà-om
พะอืดพะอม,phá-ʉ̀ʉt-phá-om
พัดผ่าน,phát-phàan
พัดพา,phát-phaa
พัดหลวง,phát-lǔaŋ
พัดลมตั้งโต๊ะ,phát-lom-tâŋ-tó
พัดลมระบายอากาศ,phát-lom-rá-baay-aa-kàat
พัดลม,phát-lom
พัดกระหน่ำ,phát-krà-nàm
พธู,pha-thuu
เพื่อที่จะ,phʉ̂a-thîi-cà
ไผทโกรม,pha-thay-kroom
ไผท,pha-thay
พะทำมะรง,phá-tham-má-roŋ
พัดดึงส์,phát-dʉŋ
พัดด้ามจิ้ว,phát-dâam-cîw
พัชนี,phát-cha-nii
พัดชัก,phát-chák
พัดชา,phát-chaa
พัดโบก,phát-bòok
เพื่อนต่างเพศ,phʉ̂a-tàaŋ-phêet
ผัด,phàt
ภัต,phát
ภัจ,phát
พัด,phát
พัชร,phát
พัตร,phát
พรรษ,phát
พัสตร์,phát
เผือด,phʉ̀at
พสุธา,pha-sù-thaa
ผสมเทียม,pha-sǒm-thiam
ผสมโรง,pha-sǒm-rooŋ
ผสมผเส,pha-sǒm-pha-sěe
ผสมผสาน,pha-sǒm-pha-sǎan
ผสมพันธุ์,pha-sǒm-phan
ผสมกลมกลืน,pha-sǒm-klom-klʉʉn
ผสม,pha-sǒm
พสกนิกร,pha-sòk-ní-kɔɔn
พสก,pha-sòk
ผสาน,pha-sǎan
ผะสา,phà-sǎa
ผรุสวาท,pha-rù-sa-wàat
พะรุงพะรัง,phá-ruŋ-phá-raŋ
เพื่อนรุ่นเดียวกัน,phʉ̂a-rûn-diaw-kan
เพื่อนร่วมทาง,phʉ̂a-rûam-thaaŋ
เพื่อนร่วมโรงเรียน,phʉ̂a-rûam-rooŋ-rian
เพื่อนร่วมงาน,phʉ̂a-rûam-ŋaan
เพื่อนร่วมโลก,phʉ̂a-rûam-lôok
เพื่อนร่วมห้อง,phʉ̂a-rûam-hɔ̂ŋ
เพื่อนร่วมชั้น,phʉ̂a-rûam-chán
เพื่อนร่วมชาติ,phʉ̂a-rûam-châat
ภรตวรรษ,pha-rót-ta-wát
ภรตศาสตร์,pha-rót-ta-sàat
ภรต,pha-rót
ภริยา,pha-rí-yaa
พฤหัสบดีจักร,pha-rʉ́-hàt-sa-bɔɔ-dii-càk
พฤหัสบดี,pha-rʉ́-hàt-sa-bɔɔ-dii
พฤหัส,pha-rʉ́-hàt
ภระมร,phá-rá-mɔɔn
ภระมรี,phá-rá-má-rii
ภราดรภาพ,pha-raa-dɔɔn-phâap
ภราดร,pha-raa-dɔɔn
ภราดา,pha-raa-daa
พับฐาน,pháp-thǎan
เพื่อประโยชน์ของ,phʉ̂a-prà-yòot-khɔ̌ɔŋ
พับเพียบ,pháp-phîap
พับผ้า,pháp-phâa
พับผ่า,pháp-phàa
พับไป,pháp-pay
พับเขียง,pháp-khǐaŋ
เผื่อแผ่,phʉ̀a-phɛ̀ɛ
ผับ,phàp
พับ,pháp
พะอง,phá-oŋ
เพื่อนยาก,phʉ̂an-yâak
พันวรรษา,phan-wa-sǎa
ผนวช,pha-nûat
ผนวก,pha-nûak
พันตู,phan-tuu
พันตรี,phan-trii
พันธุวิศวกรรม,phan-thú-wít-sa-wa-kam
ภัณฑูกรรม,phan-thuu-kam
พันธุศาสตร์,phan-thú-sàat
พันธุกรรม,phan-thú-kam
พันโท,phan-thoo
พันธุ์แท้,phan-thɛ́ɛ
เพื่อนแท้,phʉ̂an-thɛ́ɛ
พันธนำ,phan-tha-nam
พันธนาคาร,phan-tha-naa-khaan
พันธนาการ,phan-tha-naa-kaan
พันธมิตร,phan-tha-mít
พันธไมตรี,phan-tha-may-trii
พันธกรณี,phan-tha-kɔɔ-ra-nii
พันธกิจ,phan-tha-kìt
พันธบัตรรัฐบาล,phan-tha-bàt-rát-tha-baan
พันธบัตร,phan-tha-bàt
ภัณฑารักษ์,phan-thaa-rák
พันทาง,phan-thaaŋ
ภัณฑาคาริก,phan-thaa-khaa-rík
ภัณฑาคาร,phan-thaa-khaan
พันธะ,phan-thá
เพื่อนตาย,phʉ̂an-taay
พันตา,phan-taa
เพื่อนซี้,phʉ̂an-síi
พันแสง,phan-sɛ̌ɛŋ
พรรษฤดู,phan-sa-rʉ́-duu
เพื่อนสนิท,phʉ̂an-sa-nít
พรรษากาล,phan-sǎa-kaan
พรรษา,phan-sǎa
ภรรยาน้อย,phan-ra-yaa-nɔ́ɔy
ภรรยานอกสมรส,phan-ra-yaa-nɔ̂ɔk-sǒm-rót
ภรรยาลับ,phan-ra-yaa-láp
ภรรยาเก่า,phan-ra-yaa-kàw
ภรรยา,phan-ra-yaa
เพื่อนรัก,phʉ̂an-rák
ผันแปร,phǎn-prɛɛ
ผันผวน,phǎn-phǔan
พันพัว,phan-phua
พันธุ์พืช,phan-phʉ̂ʉt
ผันผ่อน,phǎn-phɔ̀n
ผันผยอง,phǎn-pha-yɔ̌ɔŋ
พันธุ์ผสม,phan-pha-sǒm
ผันผาย,phǎn-phǎay
พนอง,pha-nɔɔŋ
พะนอ,phá-nɔɔ
พนมศก,pha-nom-sòk
พนมเพลิง,pha-nom-phləəŋ
พนมมือ,pha-nom-mʉʉ
พนม,pha-nom
พันเนตร,phan-nêet
พรรณนา,phan-na-naa
พรรณไม้,phan-máy
พันธุ์ไม้,phan-máy
เพื่อนมนุษย์,phʉ̂an-ma-nút
พัลลภ,phan-lóp
พันลอก,phan-lɔ̂ɔk
พันลึก,phan-lʉ́k
เพื่อนเล่น,phʉ̂an-lên
พันเลิศ,phan-lə̂ət
พัลวัน,phan-la-wan
พันลำ,phan-lam
เพื่อนเกลอ,phʉ̂an-kləə
เพื่อนกิน,phʉ̂an-kin
พันแข้งพันขา,phan-khɛ̂ŋ-phan-khǎa
